hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Riverside Medical Center,Rural,120,7,4,12,4,0.145,1,240.2,1.0
Riverside Medical Center,Rural,120,7,5,8,3,0.106,0,290.5,1.0
St. Jude General Hospital,Rural,250,8,6,8,3,0.313,1,160.6,1.4
Northside Community Hospital,Urban,200,1,2,16,5,0.275,1,218.7,1.0
Valley Health Infirmary,Rural,120,5,1,6,3,0.266,1,156.1,1.9
Riverside Medical Center,Rural,120,2,3,8,4,0.298,1,165.5,1.3
St. Jude General Hospital,Rural,250,2,6,21,4,0.236,0,216.9,1.0
Riverside Medical Center,Rural,120,1,3,0,5,0.124,1,288.9,1.0
Valley Health Infirmary,Rural,120,5,2,1,1,0.161,1,161.3,1.0
Valley Health Infirmary,Rural,120,2,6,3,2,0.123,0,260.0,1.0
Metro Care Hospital,Urban,350,4,1,13,4,0.191,0,170.8,1.0
Northside Community Hospital,Urban,200,3,6,3,3,0.207,1,180.1,1.0
Metro Care Hospital,Urban,350,3,3,1,3,0.303,1,102.4,2.3
St. Jude General Hospital,Rural,250,2,3,7,2,0.141,1,194.5,1.0
Riverside Medical Center,Rural,120,6,4,17,2,0.287,1,146.3,1.3
St. Jude General Hospital,Rural,250,2,0,18,3,0.216,1,190.1,1.0
Valley Health Infirmary,Rural,120,8,6,13,2,0.328,1,113.6,2.4
Metro Care Hospital,Urban,350,8,3,19,2,0.273,1,156.1,1.0
Metro Care Hospital,Urban,350,12,5,9,1,0.304,1,140.8,2.3
Metro Care Hospital,Urban,350,5,1,16,2,0.199,1,179.8,1.0
St. Jude General Hospital,Rural,250,10,5,7,4,0.148,0,229.8,1.0
Valley Health Infirmary,Rural,120,7,2,13,4,0.208,1,196.2,1.2
Riverside Medical Center,Rural,120,4,6,20,1,0.149,1,222.9,1.0
Riverside Medical Center,Rural,120,1,4,22,2,0.211,1,195.8,1.0
St. Jude General Hospital,Rural,250,11,1,7,3,0.182,0,154.6,1.3
Metro Care Hospital,Urban,350,2,4,4,3,0.201,1,194.3,1.0
Northside Community Hospital,Urban,200,10,0,15,4,0.338,0,166.9,1.0
St. Jude General Hospital,Rural,250,10,3,7,4,0.186,1,188.5,1.0
St. Jude General Hospital,Rural,250,4,1,9,4,0.348,1,132.0,1.6
Valley Health Infirmary,Rural,120,1,2,7,3,0.157,1,233.6,1.0
Riverside Medical Center,Rural,120,8,6,8,3,0.157,0,228.6,1.0
St. Jude General Hospital,Rural,250,9,0,17,3,0.245,1,166.4,2.0
St. Jude General Hospital,Rural,250,4,0,2,1,0.314,1,93.9,1.9
Metro Care Hospital,Urban,350,10,4,16,1,0.292,1,120.8,2.5
Metro Care Hospital,Urban,350,3,0,19,1,0.286,1,107.8,2.0
Northside Community Hospital,Urban,200,2,1,14,3,0.15,1,267.8,1.0
Valley Health Infirmary,Rural,120,5,4,20,2,0.125,1,238.3,1.0
Northside Community Hospital,Urban,200,3,0,16,2,0.157,1,198.5,1.0
Metro Care Hospital,Urban,350,10,6,7,3,0.2,1,168.9,1.1
Riverside Medical Center,Rural,120,7,2,1,5,0.327,0,186.3,1.0
Metro Care Hospital,Urban,350,11,6,16,2,0.332,1,137.9,2.0
Valley Health Infirmary,Rural,120,6,5,17,3,0.166,1,251.7,1.0
Metro Care Hospital,Urban,350,1,1,4,2,0.27,1,134.1,2.8
Valley Health Infirmary,Rural,120,12,2,8,5,0.223,0,201.3,1.0
Valley Health Infirmary,Rural,120,8,2,8,2,0.108,1,243.1,1.0
Valley Health Infirmary,Rural,120,2,4,1,4,0.18,1,217.0,1.0
Valley Health Infirmary,Rural,120,5,3,1,2,0.232,1,155.5,1.5
Valley Health Infirmary,Rural,120,9,4,18,4,0.274,1,183.1,1.3
Riverside Medical Center,Rural,120,8,1,22,2,0.172,0,199.8,1.0
Northside Community Hospital,Urban,200,2,1,2,2,0.32,0,120.1,2.0
St. Jude General Hospital,Rural,250,9,4,16,2,0.224,1,143.5,1.9
Northside Community Hospital,Urban,200,5,3,13,2,0.177,1,200.6,1.0
Valley Health Infirmary,Rural,120,10,6,13,4,0.193,0,201.9,1.0
Riverside Medical Center,Rural,120,6,4,13,3,0.293,0,148.6,2.3
Metro Care Hospital,Urban,350,3,1,5,3,0.267,1,117.5,3.3
Riverside Medical Center,Rural,120,3,3,2,5,0.291,0,188.6,1.0
Valley Health Infirmary,Rural,120,10,1,0,3,0.187,1,173.7,1.0
Riverside Medical Center,Rural,120,8,3,15,5,0.176,1,278.3,1.0
Riverside Medical Center,Rural,120,11,3,3,2,0.211,1,180.2,1.0
Valley Health Infirmary,Rural,120,10,4,0,5,0.163,0,216.3,1.1
Riverside Medical Center,Rural,120,10,4,16,1,0.279,1,156.9,1.2
St. Jude General Hospital,Rural,250,12,4,17,3,0.185,0,244.5,1.0
St. Jude General Hospital,Rural,250,2,3,7,3,0.157,1,196.9,1.0
Riverside Medical Center,Rural,120,11,3,1,3,0.182,0,169.3,1.4
Metro Care Hospital,Urban,350,12,1,17,3,0.21,1,175.4,1.0
Valley Health Infirmary,Rural,120,12,2,15,3,0.266,1,186.4,1.0
St. Jude General Hospital,Rural,250,2,4,9,5,0.283,1,175.5,1.0
Metro Care Hospital,Urban,350,5,5,7,5,0.305,1,162.9,1.2
Riverside Medical Center,Rural,120,6,1,11,5,0.263,1,166.5,1.3
Metro Care Hospital,Urban,350,12,1,21,5,0.164,1,266.0,1.0
Northside Community Hospital,Urban,200,2,0,15,4,0.273,1,204.6,1.0
St. Jude General Hospital,Rural,250,5,4,11,5,0.129,1,255.8,1.0
Riverside Medical Center,Rural,120,7,6,10,4,0.293,1,195.6,1.0
Valley Health Infirmary,Rural,120,10,1,19,3,0.299,0,169.8,1.0
Riverside Medical Center,Rural,120,10,0,18,4,0.274,0,185.7,1.3
Valley Health Infirmary,Rural,120,8,5,0,5,0.119,1,288.9,1.0
Riverside Medical Center,Rural,120,12,5,2,4,0.334,1,196.8,1.0
Metro Care Hospital,Urban,350,7,6,11,3,0.266,0,160.6,2.0
Metro Care Hospital,Urban,350,8,4,8,1,0.259,0,117.1,2.4
Metro Care Hospital,Urban,350,12,3,20,4,0.107,1,296.3,1.0
Northside Community Hospital,Urban,200,9,0,21,5,0.212,0,223.5,1.0
Valley Health Infirmary,Rural,120,5,3,4,3,0.14,0,210.4,1.1
Metro Care Hospital,Urban,350,5,5,0,2,0.203,1,160.8,2.2
Northside Community Hospital,Urban,200,11,5,9,3,0.251,1,161.0,1.0
Valley Health Infirmary,Rural,120,10,2,16,3,0.322,0,170.1,1.0
Riverside Medical Center,Rural,120,4,2,3,3,0.185,1,169.4,1.2
Northside Community Hospital,Urban,200,9,6,14,3,0.263,1,185.8,1.0
St. Jude General Hospital,Rural,250,5,2,18,5,0.158,1,257.0,1.0
Northside Community Hospital,Urban,200,2,2,7,3,0.175,0,208.1,1.0
Northside Community Hospital,Urban,200,10,6,22,3,0.338,1,149.8,1.4
Valley Health Infirmary,Rural,120,8,1,14,5,0.265,1,207.1,1.4
Riverside Medical Center,Rural,120,7,2,6,3,0.235,1,186.7,1.2
St. Jude General Hospital,Rural,250,8,1,14,2,0.155,1,215.1,1.0
Metro Care Hospital,Urban,350,12,1,7,3,0.171,1,188.0,1.0
Metro Care Hospital,Urban,350,3,4,22,3,0.156,1,227.1,1.0
Northside Community Hospital,Urban,200,4,1,9,4,0.201,1,203.6,1.0
Valley Health Infirmary,Rural,120,5,1,17,5,0.155,1,247.4,1.0
Valley Health Infirmary,Rural,120,6,2,3,3,0.303,1,134.8,1.8
Metro Care Hospital,Urban,350,1,1,14,2,0.109,1,266.1,1.0
St. Jude General Hospital,Rural,250,4,3,10,1,0.164,1,165.6,2.0
Riverside Medical Center,Rural,120,11,6,21,4,0.279,1,199.9,1.0
St. Jude General Hospital,Rural,250,12,2,2,4,0.293,0,171.3,1.1
Riverside Medical Center,Rural,120,10,6,14,3,0.342,0,170.7,1.0
Metro Care Hospital,Urban,350,5,0,2,3,0.312,1,146.6,2.3
Riverside Medical Center,Rural,120,7,2,14,5,0.149,1,283.5,1.0
Valley Health Infirmary,Rural,120,5,1,5,5,0.186,0,211.4,1.0
Northside Community Hospital,Urban,200,1,3,0,2,0.309,1,136.6,2.1
Northside Community Hospital,Urban,200,11,6,13,4,0.325,0,165.2,1.0
Metro Care Hospital,Urban,350,7,2,15,3,0.239,1,165.2,2.1
Valley Health Infirmary,Rural,120,8,3,0,2,0.164,0,197.4,1.8
St. Jude General Hospital,Rural,250,7,6,20,3,0.142,1,259.4,1.0
Valley Health Infirmary,Rural,120,11,0,16,2,0.316,1,137.4,1.9
Northside Community Hospital,Urban,200,4,5,7,2,0.167,1,162.8,1.2
Northside Community Hospital,Urban,200,8,0,17,3,0.245,0,165.5,1.0
Valley Health Infirmary,Rural,120,5,5,15,3,0.343,1,169.6,1.5
Valley Health Infirmary,Rural,120,10,4,5,3,0.282,1,157.0,1.2
Northside Community Hospital,Urban,200,9,5,9,3,0.179,1,192.1,1.0
St. Jude General Hospital,Rural,250,12,4,9,1,0.155,1,198.4,1.0
Metro Care Hospital,Urban,350,12,2,4,4,0.124,1,250.8,1.0
Metro Care Hospital,Urban,350,10,4,11,3,0.278,0,116.3,2.1
Valley Health Infirmary,Rural,120,5,3,19,3,0.239,0,169.5,1.0
Metro Care Hospital,Urban,350,1,4,16,5,0.15,1,258.0,1.0
Northside Community Hospital,Urban,200,12,3,13,3,0.141,1,236.2,1.0
Northside Community Hospital,Urban,200,9,6,13,3,0.122,1,247.4,1.0
Valley Health Infirmary,Rural,120,12,6,2,3,0.311,1,172.9,1.3
Valley Health Infirmary,Rural,120,5,5,11,4,0.31,1,166.6,1.0
Valley Health Infirmary,Rural,120,6,5,19,4,0.211,0,240.0,1.0
St. Jude General Hospital,Rural,250,4,5,17,2,0.338,1,170.5,1.0
Metro Care Hospital,Urban,350,6,4,11,3,0.276,1,120.7,2.5
Valley Health Infirmary,Rural,120,12,5,1,1,0.272,1,153.9,2.0
Riverside Medical Center,Rural,120,8,4,1,5,0.255,1,179.5,1.0
Riverside Medical Center,Rural,120,3,4,16,3,0.294,0,167.8,1.1
Northside Community Hospital,Urban,200,5,1,9,4,0.159,0,207.6,1.0
Metro Care Hospital,Urban,350,2,1,17,3,0.216,1,200.7,1.0
Valley Health Infirmary,Rural,120,2,4,21,3,0.292,1,201.1,1.0
Riverside Medical Center,Rural,120,7,6,18,5,0.1,1,336.9,1.0
Metro Care Hospital,Urban,350,10,3,20,4,0.148,1,230.9,1.0
Northside Community Hospital,Urban,200,10,2,0,2,0.176,1,165.9,1.5
St. Jude General Hospital,Rural,250,11,0,23,3,0.188,1,175.2,1.2
Metro Care Hospital,Urban,350,10,1,3,3,0.162,1,199.2,1.0
Metro Care Hospital,Urban,350,6,4,3,3,0.264,1,125.3,2.3
St. Jude General Hospital,Rural,250,4,0,1,3,0.188,1,180.7,1.9
Metro Care Hospital,Urban,350,5,1,18,3,0.156,1,231.8,1.0
Northside Community Hospital,Urban,200,1,2,20,3,0.293,1,173.8,1.0
Northside Community Hospital,Urban,200,7,3,11,2,0.251,1,146.2,2.3
St. Jude General Hospital,Rural,250,8,4,9,3,0.155,1,207.5,1.4
Valley Health Infirmary,Rural,120,9,2,12,2,0.203,0,144.9,2.1
Riverside Medical Center,Rural,120,8,6,21,2,0.264,1,193.5,1.7
Valley Health Infirmary,Rural,120,5,1,22,4,0.302,1,194.5,1.0
Metro Care Hospital,Urban,350,3,4,19,1,0.161,1,170.4,2.7
Riverside Medical Center,Rural,120,10,0,22,3,0.335,0,155.3,1.0
St. Jude General Hospital,Rural,250,11,6,14,3,0.301,1,150.0,1.6
St. Jude General Hospital,Rural,250,9,6,2,3,0.317,1,154.8,1.9
Riverside Medical Center,Rural,120,6,5,22,3,0.153,1,258.2,1.0
Northside Community Hospital,Urban,200,5,3,19,3,0.153,1,215.1,1.0
Riverside Medical Center,Rural,120,3,6,12,2,0.19,1,172.2,1.4
Metro Care Hospital,Urban,350,6,1,7,4,0.135,1,216.7,1.0
Northside Community Hospital,Urban,200,3,3,6,5,0.141,0,257.8,1.0
St. Jude General Hospital,Rural,250,10,4,23,1,0.153,1,166.7,1.4
Riverside Medical Center,Rural,120,12,5,7,3,0.273,1,187.5,1.2
Valley Health Infirmary,Rural,120,6,2,17,3,0.127,0,260.3,1.0
Valley Health Infirmary,Rural,120,4,3,8,2,0.139,1,222.0,1.0
Metro Care Hospital,Urban,350,2,0,5,3,0.325,1,135.1,2.4
Valley Health Infirmary,Rural,120,8,1,3,3,0.11,1,263.5,1.0
Riverside Medical Center,Rural,120,4,0,14,2,0.244,1,182.3,1.0
Riverside Medical Center,Rural,120,9,3,4,5,0.268,1,194.2,1.0
Valley Health Infirmary,Rural,120,7,5,4,3,0.319,1,149.6,1.6
Riverside Medical Center,Rural,120,12,2,6,3,0.294,0,141.7,1.1
Metro Care Hospital,Urban,350,2,2,8,4,0.193,1,199.5,1.0
Northside Community Hospital,Urban,200,4,0,6,1,0.337,1,104.8,2.6
Metro Care Hospital,Urban,350,5,4,8,3,0.219,1,153.2,1.5
Metro Care Hospital,Urban,350,3,4,19,3,0.274,1,147.7,1.3
Riverside Medical Center,Rural,120,9,5,9,3,0.18,0,225.9,1.0
Northside Community Hospital,Urban,200,5,2,3,3,0.266,1,131.5,1.7
Riverside Medical Center,Rural,120,2,0,5,1,0.217,1,144.5,1.9
St. Jude General Hospital,Rural,250,11,0,23,2,0.26,0,141.3,1.5
Riverside Medical Center,Rural,120,3,0,13,2,0.277,1,127.5,2.6
Riverside Medical Center,Rural,120,9,3,8,5,0.16,0,252.8,1.0
Riverside Medical Center,Rural,120,7,5,0,1,0.176,1,182.9,1.8
Northside Community Hospital,Urban,200,2,4,16,2,0.261,0,173.3,1.5
Riverside Medical Center,Rural,120,9,4,12,5,0.158,0,240.1,1.0
Northside Community Hospital,Urban,200,4,3,23,3,0.199,0,181.3,1.7
Valley Health Infirmary,Rural,120,9,1,6,3,0.273,1,174.6,1.0
St. Jude General Hospital,Rural,250,2,3,8,1,0.298,1,134.0,2.3
Northside Community Hospital,Urban,200,12,5,10,3,0.108,0,302.7,1.0
Valley Health Infirmary,Rural,120,10,0,2,2,0.239,1,138.0,1.9
Northside Community Hospital,Urban,200,12,3,11,3,0.109,0,283.7,1.0
Northside Community Hospital,Urban,200,4,0,20,5,0.207,0,229.5,1.0
St. Jude General Hospital,Rural,250,5,5,2,3,0.16,1,199.7,1.0
Metro Care Hospital,Urban,350,2,6,14,2,0.237,0,172.9,1.3
Metro Care Hospital,Urban,350,10,5,20,3,0.294,1,153.7,1.8
Northside Community Hospital,Urban,200,1,2,9,3,0.141,1,228.2,1.0
Riverside Medical Center,Rural,120,7,0,0,3,0.271,0,157.0,1.3
Valley Health Infirmary,Rural,120,10,4,13,3,0.223,1,175.3,1.1
Riverside Medical Center,Rural,120,1,3,19,3,0.167,1,255.2,1.0
Riverside Medical Center,Rural,120,11,6,5,3,0.24,1,195.4,1.0
Northside Community Hospital,Urban,200,11,5,1,5,0.207,0,217.1,1.0
Northside Community Hospital,Urban,200,8,0,22,4,0.161,1,228.0,1.0
Northside Community Hospital,Urban,200,3,6,7,2,0.294,1,125.8,2.1
Northside Community Hospital,Urban,200,10,1,0,4,0.303,0,146.5,2.2
Metro Care Hospital,Urban,350,6,2,3,2,0.304,1,120.0,2.3
Northside Community Hospital,Urban,200,7,1,3,4,0.188,0,209.4,1.0
Metro Care Hospital,Urban,350,10,5,4,2,0.159,1,175.6,2.4
Metro Care Hospital,Urban,350,1,1,19,3,0.285,1,160.7,1.7
Northside Community Hospital,Urban,200,6,1,8,4,0.196,0,180.3,1.0
St. Jude General Hospital,Rural,250,7,2,22,2,0.272,0,143.6,2.3
Valley Health Infirmary,Rural,120,6,2,12,4,0.308,1,153.2,1.7
Riverside Medical Center,Rural,120,4,2,17,3,0.297,1,172.7,1.6
Metro Care Hospital,Urban,350,1,6,16,3,0.182,1,234.2,1.0
Valley Health Infirmary,Rural,120,11,2,0,3,0.336,1,128.0,1.8
St. Jude General Hospital,Rural,250,9,1,21,5,0.272,0,194.0,1.1
Riverside Medical Center,Rural,120,4,4,14,2,0.252,1,149.5,1.3
Riverside Medical Center,Rural,120,7,4,1,3,0.258,0,155.0,1.2
Metro Care Hospital,Urban,350,7,2,15,4,0.111,1,290.1,1.0
Northside Community Hospital,Urban,200,2,6,19,5,0.196,1,291.9,1.0
St. Jude General Hospital,Rural,250,1,3,21,4,0.297,0,210.0,1.0
Metro Care Hospital,Urban,350,8,0,4,3,0.128,0,208.7,1.4
St. Jude General Hospital,Rural,250,8,5,21,5,0.199,0,257.0,1.0
Northside Community Hospital,Urban,200,7,6,18,4,0.186,0,245.6,1.0
Northside Community Hospital,Urban,200,8,3,4,4,0.19,1,203.6,1.0
Metro Care Hospital,Urban,350,3,5,1,1,0.249,1,153.4,1.3
Northside Community Hospital,Urban,200,11,3,6,3,0.349,1,118.9,1.8
Valley Health Infirmary,Rural,120,2,3,2,3,0.167,1,225.6,1.0
Riverside Medical Center,Rural,120,7,4,16,3,0.26,1,196.9,1.0
Metro Care Hospital,Urban,350,8,0,23,3,0.271,1,132.5,1.8
St. Jude General Hospital,Rural,250,1,3,23,2,0.239,0,131.5,2.6
Valley Health Infirmary,Rural,120,12,2,2,3,0.105,0,269.4,1.0
Metro Care Hospital,Urban,350,10,5,12,2,0.252,1,140.1,1.4
Northside Community Hospital,Urban,200,9,6,6,2,0.339,1,137.3,1.8
Northside Community Hospital,Urban,200,11,4,23,3,0.199,0,177.8,1.0
Northside Community Hospital,Urban,200,4,5,2,4,0.267,0,180.4,1.0
Northside Community Hospital,Urban,200,12,2,14,3,0.327,1,180.0,1.0
St. Jude General Hospital,Rural,250,4,2,17,2,0.304,1,130.4,1.8
Valley Health Infirmary,Rural,120,3,3,9,2,0.278,1,131.9,2.3
Riverside Medical Center,Rural,120,6,2,22,3,0.343,0,164.7,1.5
St. Jude General Hospital,Rural,250,1,0,6,4,0.132,1,260.3,1.0
St. Jude General Hospital,Rural,250,6,2,8,3,0.298,1,151.4,1.5
Riverside Medical Center,Rural,120,2,3,4,2,0.194,0,180.3,1.6
Riverside Medical Center,Rural,120,9,5,19,3,0.203,1,208.8,1.0
Northside Community Hospital,Urban,200,2,2,7,4,0.213,0,192.8,1.2
St. Jude General Hospital,Rural,250,7,4,13,2,0.102,1,219.6,1.0
Metro Care Hospital,Urban,350,12,6,3,3,0.175,1,217.7,1.0
Riverside Medical Center,Rural,120,1,4,19,3,0.135,1,271.8,1.0
Riverside Medical Center,Rural,120,12,4,13,2,0.116,1,251.5,1.0
Valley Health Infirmary,Rural,120,7,5,11,1,0.178,0,175.2,1.0
Metro Care Hospital,Urban,350,5,1,1,3,0.305,1,128.7,2.1
Metro Care Hospital,Urban,350,8,6,12,1,0.152,1,185.3,1.6
Riverside Medical Center,Rural,120,4,4,0,2,0.242,1,162.3,1.5
Northside Community Hospital,Urban,200,12,4,19,3,0.271,0,190.2,1.0
Valley Health Infirmary,Rural,120,10,1,6,1,0.175,1,166.4,1.0
Metro Care Hospital,Urban,350,7,5,8,3,0.315,1,163.4,1.0
Riverside Medical Center,Rural,120,6,6,16,2,0.319,1,158.1,1.1
Metro Care Hospital,Urban,350,5,4,20,3,0.178,1,191.2,1.0
Valley Health Infirmary,Rural,120,4,3,22,4,0.348,1,188.5,1.0
Valley Health Infirmary,Rural,120,7,5,12,3,0.258,1,159.5,1.6
St. Jude General Hospital,Rural,250,12,6,22,3,0.165,0,246.9,1.0
Riverside Medical Center,Rural,120,5,4,9,1,0.277,1,114.3,3.0
Valley Health Infirmary,Rural,120,5,4,15,3,0.273,1,163.5,1.7
St. Jude General Hospital,Rural,250,1,1,5,2,0.236,1,164.0,1.1
St. Jude General Hospital,Rural,250,2,6,15,1,0.271,1,164.2,1.0
Metro Care Hospital,Urban,350,5,3,10,3,0.182,1,170.2,1.3
Metro Care Hospital,Urban,350,3,5,19,5,0.345,1,172.3,1.0
St. Jude General Hospital,Rural,250,2,2,2,3,0.296,1,157.6,1.0
Metro Care Hospital,Urban,350,4,0,8,1,0.292,0,120.2,2.1
Valley Health Infirmary,Rural,120,4,3,14,4,0.126,1,273.9,1.0
Northside Community Hospital,Urban,200,4,2,12,1,0.256,1,117.5,3.0
Valley Health Infirmary,Rural,120,4,3,9,4,0.282,1,146.8,1.6
St. Jude General Hospital,Rural,250,3,6,19,3,0.316,1,177.4,1.3
St. Jude General Hospital,Rural,250,12,2,23,3,0.327,1,145.9,1.0
Valley Health Infirmary,Rural,120,7,6,12,3,0.312,1,168.4,1.0
Metro Care Hospital,Urban,350,9,2,16,5,0.213,1,218.5,1.0
Metro Care Hospital,Urban,350,12,3,6,4,0.301,1,157.7,1.6
St. Jude General Hospital,Rural,250,5,1,5,3,0.12,1,243.6,1.0
Riverside Medical Center,Rural,120,4,3,12,3,0.201,1,189.6,1.0
Metro Care Hospital,Urban,350,11,6,16,3,0.146,0,239.5,1.0
Valley Health Infirmary,Rural,120,2,3,14,3,0.288,1,194.0,1.0
Metro Care Hospital,Urban,350,2,2,3,4,0.307,1,158.8,1.5
Valley Health Infirmary,Rural,120,5,0,14,1,0.179,0,190.8,1.0
St. Jude General Hospital,Rural,250,7,2,13,3,0.184,0,191.8,1.0
Metro Care Hospital,Urban,350,10,4,20,5,0.346,0,151.1,1.8
Valley Health Infirmary,Rural,120,10,3,10,5,0.25,1,177.9,1.1
St. Jude General Hospital,Rural,250,9,5,23,1,0.234,1,147.8,1.6
Riverside Medical Center,Rural,120,7,3,3,2,0.213,0,168.9,1.3
Valley Health Infirmary,Rural,120,5,1,2,5,0.28,1,174.1,1.6
Riverside Medical Center,Rural,120,10,6,1,3,0.34,0,169.1,1.5
Riverside Medical Center,Rural,120,10,5,19,3,0.204,0,224.6,1.0
Northside Community Hospital,Urban,200,10,2,9,2,0.16,1,194.1,1.0
Metro Care Hospital,Urban,350,6,1,12,4,0.163,1,194.3,1.0
Valley Health Infirmary,Rural,120,11,3,19,2,0.125,1,250.8,1.0
Riverside Medical Center,Rural,120,12,2,20,2,0.22,1,198.8,1.0
Northside Community Hospital,Urban,200,3,2,22,2,0.334,1,125.3,1.5
St. Jude General Hospital,Rural,250,5,4,17,5,0.284,1,192.6,1.9
Valley Health Infirmary,Rural,120,8,4,20,4,0.321,1,185.9,1.5
Riverside Medical Center,Rural,120,1,0,15,4,0.318,0,198.4,1.2
Metro Care Hospital,Urban,350,12,4,10,3,0.197,1,193.9,1.0
Northside Community Hospital,Urban,200,1,6,9,5,0.21,1,231.2,1.0
Riverside Medical Center,Rural,120,7,5,8,4,0.236,1,201.8,1.0
Metro Care Hospital,Urban,350,5,2,11,4,0.146,1,212.5,1.0
Riverside Medical Center,Rural,120,5,4,18,5,0.26,1,213.8,1.0
Valley Health Infirmary,Rural,120,1,0,0,3,0.187,0,209.5,1.0
Valley Health Infirmary,Rural,120,9,3,17,3,0.268,1,183.5,1.3
Valley Health Infirmary,Rural,120,1,5,13,5,0.236,1,212.5,1.0
Northside Community Hospital,Urban,200,5,4,21,4,0.191,0,217.0,1.0
Valley Health Infirmary,Rural,120,10,2,20,3,0.26,1,176.4,1.4
Metro Care Hospital,Urban,350,9,3,0,1,0.204,1,110.7,2.2
Riverside Medical Center,Rural,120,4,6,16,3,0.165,0,221.4,1.0
St. Jude General Hospital,Rural,250,8,2,10,3,0.256,1,146.0,1.0
Metro Care Hospital,Urban,350,6,3,19,2,0.19,1,166.0,1.5
Metro Care Hospital,Urban,350,11,6,14,4,0.324,1,169.7,1.3
Valley Health Infirmary,Rural,120,3,6,3,3,0.166,1,214.5,1.0
Northside Community Hospital,Urban,200,4,5,14,3,0.258,0,192.8,1.0
Riverside Medical Center,Rural,120,2,2,21,3,0.213,1,202.8,1.0
Northside Community Hospital,Urban,200,1,4,21,3,0.136,1,253.0,1.0
Riverside Medical Center,Rural,120,8,4,13,1,0.209,1,141.9,2.0
Riverside Medical Center,Rural,120,1,0,21,3,0.264,1,197.1,1.0
Northside Community Hospital,Urban,200,11,3,0,1,0.193,0,144.6,2.7
Metro Care Hospital,Urban,350,1,0,8,2,0.107,1,260.8,1.0
Riverside Medical Center,Rural,120,4,1,6,1,0.262,0,111.2,2.8
Northside Community Hospital,Urban,200,10,4,22,2,0.172,0,206.8,1.2
Riverside Medical Center,Rural,120,12,3,10,3,0.266,0,154.9,1.5
St. Jude General Hospital,Rural,250,10,5,22,3,0.313,1,168.3,1.1
Metro Care Hospital,Urban,350,6,0,1,5,0.148,1,230.1,1.0
Valley Health Infirmary,Rural,120,9,5,1,3,0.221,1,189.9,1.0
Riverside Medical Center,Rural,120,1,5,5,4,0.19,1,254.5,1.0
St. Jude General Hospital,Rural,250,7,5,22,3,0.24,1,227.9,1.0
Valley Health Infirmary,Rural,120,10,0,18,4,0.197,0,223.5,1.0
Valley Health Infirmary,Rural,120,11,1,19,3,0.216,1,178.4,1.0
Riverside Medical Center,Rural,120,5,6,13,3,0.123,1,299.2,1.0
Northside Community Hospital,Urban,200,12,6,2,2,0.111,0,282.9,1.0
Riverside Medical Center,Rural,120,8,0,6,3,0.232,1,185.2,1.0
St. Jude General Hospital,Rural,250,7,6,6,3,0.149,1,221.0,1.0
Valley Health Infirmary,Rural,120,4,2,3,3,0.153,1,206.2,1.0
Riverside Medical Center,Rural,120,4,6,22,4,0.195,1,225.0,1.0
Northside Community Hospital,Urban,200,6,4,4,2,0.158,1,190.8,1.0
Riverside Medical Center,Rural,120,6,0,16,1,0.134,0,215.5,1.0
Metro Care Hospital,Urban,350,9,6,3,3,0.185,0,190.4,1.0
Northside Community Hospital,Urban,200,12,0,22,4,0.143,1,263.9,1.0
St. Jude General Hospital,Rural,250,5,1,12,3,0.304,0,141.6,1.7
Valley Health Infirmary,Rural,120,8,2,15,3,0.112,1,290.5,1.0
Riverside Medical Center,Rural,120,5,0,15,2,0.292,1,168.8,2.0
Northside Community Hospital,Urban,200,2,4,1,3,0.188,1,224.7,1.0
Metro Care Hospital,Urban,350,6,6,17,4,0.275,0,188.1,1.0
Northside Community Hospital,Urban,200,9,4,0,4,0.132,0,252.7,1.0
Metro Care Hospital,Urban,350,3,6,17,2,0.332,1,157.5,2.0
St. Jude General Hospital,Rural,250,1,0,7,3,0.27,1,161.1,2.1
Valley Health Infirmary,Rural,120,1,5,10,3,0.122,1,279.8,1.0
St. Jude General Hospital,Rural,250,3,6,23,1,0.17,1,172.6,1.0
Riverside Medical Center,Rural,120,10,5,23,3,0.268,1,159.9,2.2
Northside Community Hospital,Urban,200,5,2,14,3,0.332,1,147.9,2.0
Metro Care Hospital,Urban,350,3,4,15,2,0.223,0,172.8,1.0
Metro Care Hospital,Urban,350,9,5,16,4,0.232,1,190.8,1.0
Northside Community Hospital,Urban,200,8,4,16,2,0.151,1,221.1,1.0
Northside Community Hospital,Urban,200,3,6,11,5,0.208,1,207.7,1.0
Riverside Medical Center,Rural,120,9,6,9,4,0.186,0,220.4,1.0
St. Jude General Hospital,Rural,250,6,2,19,4,0.201,1,233.9,1.0
Metro Care Hospital,Urban,350,7,6,5,1,0.097,1,251.5,1.0
Riverside Medical Center,Rural,120,4,2,7,5,0.129,1,243.4,1.0
St. Jude General Hospital,Rural,250,4,5,12,4,0.277,0,168.6,1.2
Riverside Medical Center,Rural,120,12,6,1,2,0.241,1,169.6,1.1
Metro Care Hospital,Urban,350,2,0,18,3,0.163,1,231.6,1.0
Northside Community Hospital,Urban,200,5,3,21,2,0.324,1,130.6,1.8
Northside Community Hospital,Urban,200,8,1,9,5,0.152,0,244.2,1.0
St. Jude General Hospital,Rural,250,7,3,3,4,0.182,0,187.3,1.0
