hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Springfield General Hospital,Urban,129,3,6,9,3,0.3333333333333333,6,24,4
Summit Health Center,Urban,172,12,5,14,4,1.0,9,26,5
Summit Health Center,Urban,148,2,6,19,4,0.5,2,15,5
Northside Community Hospital,Rural,23,11,3,10,1,0.25,0,93,2
St. Mary’s Regional Health,Rural,44,7,4,10,1,0.25,2,149,1
Springfield General Hospital,Urban,150,5,4,11,3,0.25,4,40,4
Riverside Medical Center,Urban,132,2,5,22,3,0.25,2,35,4
Riverside Medical Center,Urban,75,8,3,14,4,0.5,1,25,5
Riverside Medical Center,Urban,175,11,0,11,1,0.25,6,125,1
Summit Health Center,Urban,141,7,0,17,4,1.0,4,26,4
Summit Health Center,Urban,150,1,6,10,1,0.25,6,171,1
Riverside Medical Center,Urban,125,2,5,22,2,0.25,7,132,1
Summit Health Center,Urban,73,1,3,9,1,0.2,4,208,1
Northside Community Hospital,Rural,20,4,6,6,1,0.2,1,115,1
Springfield General Hospital,Urban,164,1,2,5,4,1.0,8,16,5
Springfield General Hospital,Urban,148,5,6,1,3,0.25,8,28,4
Northside Community Hospital,Rural,19,4,5,8,3,0.25,2,30,4
St. Mary’s Regional Health,Rural,28,10,5,18,4,1.0,3,15,4
Riverside Medical Center,Urban,186,4,3,22,2,0.25,9,122,1
Springfield General Hospital,Urban,79,1,6,6,3,0.3333333333333333,2,35,4
Riverside Medical Center,Urban,80,11,6,22,1,0.25,3,119,1
Northside Community Hospital,Rural,14,5,0,21,2,0.25,3,128,1
Summit Health Center,Urban,123,10,2,22,1,0.2,1,122,1
St. Mary’s Regional Health,Rural,18,12,1,23,1,0.2,1,285,1
St. Mary’s Regional Health,Rural,24,11,4,8,1,0.25,2,154,1
Riverside Medical Center,Urban,94,9,4,1,1,0.25,6,141,1
Springfield General Hospital,Urban,137,1,4,14,2,0.3333333333333333,4,123,1
Riverside Medical Center,Urban,145,7,2,19,4,0.5,2,12,4
Springfield General Hospital,Urban,123,6,5,16,2,0.3333333333333333,9,70,2
Riverside Medical Center,Urban,123,5,1,13,3,0.25,1,52,3
Springfield General Hospital,Urban,117,7,1,6,3,0.3333333333333333,7,51,4
St. Mary’s Regional Health,Rural,34,11,2,1,2,0.3333333333333333,1,35,3
Riverside Medical Center,Urban,68,6,1,9,3,0.25,7,40,4
Springfield General Hospital,Urban,95,5,3,23,2,0.25,6,56,3
Northside Community Hospital,Rural,37,8,6,6,1,0.25,1,120,1
St. Mary’s Regional Health,Rural,46,3,6,20,2,0.3333333333333333,1,51,3
Northside Community Hospital,Rural,25,6,0,9,4,1.0,1,27,4
Riverside Medical Center,Urban,139,8,3,1,4,1.0,5,11,5
Riverside Medical Center,Urban,167,12,2,23,2,0.3333333333333333,9,61,3
Riverside Medical Center,Urban,183,8,3,11,3,0.3333333333333333,9,53,3
Riverside Medical Center,Urban,178,6,5,3,4,1.0,6,18,5
St. Mary’s Regional Health,Rural,45,9,4,10,2,0.3333333333333333,1,66,2
Summit Health Center,Urban,58,2,4,10,2,0.3333333333333333,3,120,1
Summit Health Center,Urban,59,12,0,19,1,0.25,5,265,1
Northside Community Hospital,Rural,23,6,2,0,3,0.3333333333333333,2,43,4
Summit Health Center,Urban,118,11,0,11,3,0.25,5,74,2
Summit Health Center,Urban,54,4,1,14,3,0.3333333333333333,1,46,3
Riverside Medical Center,Urban,180,12,0,19,4,1.0,3,37,4
Northside Community Hospital,Rural,28,1,0,21,4,1.0,1,37,4
Northside Community Hospital,Rural,22,6,4,13,1,0.25,3,263,1
Northside Community Hospital,Rural,24,5,4,11,2,0.25,3,70,3
St. Mary’s Regional Health,Rural,20,10,5,18,4,1.0,0,9,4
St. Mary’s Regional Health,Rural,46,11,5,8,2,0.3333333333333333,1,56,4
St. Mary’s Regional Health,Rural,38,10,2,5,4,1.0,1,12,5
Northside Community Hospital,Rural,28,4,5,13,1,0.2,0,157,1
Springfield General Hospital,Urban,168,3,4,10,4,1.0,4,8,5
Springfield General Hospital,Urban,77,9,4,19,3,0.3333333333333333,6,26,4
Springfield General Hospital,Urban,148,5,6,10,3,0.25,5,38,4
Riverside Medical Center,Urban,160,8,5,1,2,0.3333333333333333,1,87,2
Northside Community Hospital,Rural,45,3,3,11,2,0.3333333333333333,0,100,2
Northside Community Hospital,Rural,37,10,1,5,3,0.3333333333333333,3,28,5
Springfield General Hospital,Urban,127,12,1,22,3,0.25,9,52,3
Springfield General Hospital,Urban,192,1,3,6,4,1.0,3,31,4
Riverside Medical Center,Urban,119,4,3,9,4,0.5,9,19,4
Riverside Medical Center,Urban,155,2,5,14,2,0.25,7,171,1
Summit Health Center,Urban,155,4,4,11,4,1.0,5,12,5
St. Mary’s Regional Health,Rural,42,4,0,5,3,0.3333333333333333,2,41,3
Northside Community Hospital,Rural,43,3,4,14,2,0.3333333333333333,2,87,3
Northside Community Hospital,Rural,34,7,4,10,4,1.0,0,16,4
Summit Health Center,Urban,193,3,5,12,1,0.2,2,161,1
St. Mary’s Regional Health,Rural,12,4,4,11,1,0.2,3,216,1
Springfield General Hospital,Urban,97,11,6,22,3,0.3333333333333333,2,24,4
St. Mary’s Regional Health,Rural,50,3,4,6,4,1.0,3,8,5
Riverside Medical Center,Urban,95,11,4,1,2,0.3333333333333333,6,104,2
Springfield General Hospital,Urban,58,8,1,14,1,0.2,2,195,1
St. Mary’s Regional Health,Rural,17,8,1,10,1,0.25,0,130,1
Riverside Medical Center,Urban,96,2,6,6,3,0.25,10,52,3
Summit Health Center,Urban,165,7,6,23,4,1.0,7,18,4
Summit Health Center,Urban,159,2,0,4,3,0.25,7,58,3
Riverside Medical Center,Urban,112,8,5,6,4,1.0,7,27,4
Springfield General Hospital,Urban,140,8,3,6,3,0.25,4,45,4
St. Mary’s Regional Health,Rural,24,6,3,20,3,0.25,2,48,4
Riverside Medical Center,Urban,148,1,3,14,3,0.25,6,81,2
Summit Health Center,Urban,155,1,5,15,3,0.25,1,95,2
Springfield General Hospital,Urban,68,5,6,19,1,0.25,8,103,1
Northside Community Hospital,Rural,35,3,2,20,1,0.25,0,175,1
Riverside Medical Center,Urban,194,9,1,17,2,0.3333333333333333,7,56,3
Northside Community Hospital,Rural,18,1,4,22,4,1.0,3,18,5
Springfield General Hospital,Urban,52,2,1,18,3,0.25,3,38,4
Riverside Medical Center,Urban,77,5,5,13,2,0.3333333333333333,6,43,3
Springfield General Hospital,Urban,94,10,1,18,2,0.25,6,94,2
St. Mary’s Regional Health,Rural,44,9,5,23,3,0.3333333333333333,0,21,4
Northside Community Hospital,Rural,42,8,6,4,2,0.25,3,132,1
St. Mary’s Regional Health,Rural,26,12,4,4,2,0.3333333333333333,1,96,2
St. Mary’s Regional Health,Rural,49,2,1,3,1,0.25,1,214,1
Riverside Medical Center,Urban,178,2,3,9,3,0.25,7,32,4
Springfield General Hospital,Urban,98,7,6,11,1,0.25,4,112,2
Springfield General Hospital,Urban,91,11,6,14,2,0.25,9,54,3
Springfield General Hospital,Urban,51,9,0,20,4,0.5,6,18,4
St. Mary’s Regional Health,Rural,45,7,0,6,4,1.0,0,22,4
Springfield General Hospital,Urban,156,4,0,9,3,0.25,2,51,3
Springfield General Hospital,Urban,105,9,6,4,1,0.25,7,146,1
Summit Health Center,Urban,52,7,4,7,4,0.5,3,39,4
Riverside Medical Center,Urban,166,4,5,3,3,0.25,6,35,4
St. Mary’s Regional Health,Rural,32,7,1,22,3,0.3333333333333333,2,42,4
Summit Health Center,Urban,163,6,1,18,1,0.2,8,137,1
Northside Community Hospital,Rural,38,12,0,9,3,0.3333333333333333,3,80,2
Riverside Medical Center,Urban,88,6,6,1,1,0.25,10,200,1
Summit Health Center,Urban,130,1,0,5,1,0.2,6,278,1
St. Mary’s Regional Health,Rural,20,9,6,9,4,0.5,3,13,4
Springfield General Hospital,Urban,154,1,2,8,3,0.3333333333333333,2,58,3
Riverside Medical Center,Urban,68,7,0,11,4,1.0,5,37,4
Riverside Medical Center,Urban,103,8,1,4,4,0.5,2,15,4
Riverside Medical Center,Urban,50,8,0,7,3,0.25,1,63,3
St. Mary’s Regional Health,Rural,19,10,3,23,1,0.25,0,174,1
St. Mary’s Regional Health,Rural,18,3,5,13,1,0.2,3,125,1
Riverside Medical Center,Urban,118,8,0,7,3,0.3333333333333333,10,77,3
Riverside Medical Center,Urban,79,6,0,13,2,0.3333333333333333,4,146,1
St. Mary’s Regional Health,Rural,48,5,6,5,3,0.3333333333333333,3,36,4
Springfield General Hospital,Urban,71,5,2,20,3,0.3333333333333333,7,26,4
Northside Community Hospital,Rural,32,7,0,5,3,0.3333333333333333,0,37,4
Northside Community Hospital,Rural,44,7,6,17,4,0.5,3,29,4
St. Mary’s Regional Health,Rural,50,8,5,1,2,0.25,2,66,3
Springfield General Hospital,Urban,117,10,1,12,2,0.25,9,84,2
Riverside Medical Center,Urban,164,5,5,5,1,0.2,2,186,1
Springfield General Hospital,Urban,155,8,4,10,3,0.3333333333333333,10,25,4
Northside Community Hospital,Rural,17,11,5,0,2,0.25,2,80,2
St. Mary’s Regional Health,Rural,13,11,0,17,1,0.2,2,206,1
Northside Community Hospital,Rural,50,4,4,15,3,0.3333333333333333,0,22,5
Riverside Medical Center,Urban,78,8,0,18,1,0.25,7,258,1
Riverside Medical Center,Urban,84,12,4,18,2,0.25,2,128,1
Northside Community Hospital,Rural,50,1,3,12,1,0.2,3,190,1
Riverside Medical Center,Urban,179,1,6,3,2,0.25,8,126,1
Northside Community Hospital,Rural,24,10,6,8,3,0.3333333333333333,3,31,4
St. Mary’s Regional Health,Rural,14,1,0,4,4,1.0,1,14,4
St. Mary’s Regional Health,Rural,30,5,2,16,4,1.0,1,9,5
Springfield General Hospital,Urban,56,5,5,5,1,0.2,6,162,1
Springfield General Hospital,Urban,56,9,0,13,2,0.3333333333333333,1,76,3
Springfield General Hospital,Urban,192,11,5,15,1,0.2,1,102,2
Riverside Medical Center,Urban,177,4,1,1,3,0.25,7,39,3
Northside Community Hospital,Rural,43,8,0,11,2,0.25,1,118,1
Riverside Medical Center,Urban,82,4,0,23,2,0.3333333333333333,7,59,3
Springfield General Hospital,Urban,117,9,0,22,3,0.3333333333333333,6,29,4
St. Mary’s Regional Health,Rural,30,12,1,4,4,1.0,3,18,5
Summit Health Center,Urban,152,3,1,11,4,1.0,7,10,5
Springfield General Hospital,Urban,127,9,4,16,1,0.25,2,178,1
Springfield General Hospital,Urban,192,2,5,18,2,0.3333333333333333,2,147,1
St. Mary’s Regional Health,Rural,40,9,6,0,1,0.2,2,94,2
Summit Health Center,Urban,103,10,1,5,4,1.0,4,15,4
St. Mary’s Regional Health,Rural,27,10,2,10,2,0.25,2,134,1
Northside Community Hospital,Rural,34,11,1,20,1,0.2,0,106,2
Summit Health Center,Urban,168,10,6,3,3,0.25,2,26,4
Summit Health Center,Urban,130,4,5,4,1,0.2,6,150,1
St. Mary’s Regional Health,Rural,20,4,0,12,4,1.0,2,16,4
Riverside Medical Center,Urban,192,12,5,17,2,0.3333333333333333,5,78,3
St. Mary’s Regional Health,Rural,18,9,1,11,4,0.5,1,19,5
St. Mary’s Regional Health,Rural,23,12,0,14,3,0.3333333333333333,3,102,1
Summit Health Center,Urban,106,5,0,10,1,0.25,4,147,1
Riverside Medical Center,Urban,89,7,5,21,4,0.5,1,19,4
St. Mary’s Regional Health,Rural,39,7,0,16,3,0.25,2,44,3
Springfield General Hospital,Urban,191,2,3,22,2,0.3333333333333333,1,117,1
Springfield General Hospital,Urban,154,1,0,21,1,0.2,10,240,1
St. Mary’s Regional Health,Rural,47,9,0,13,1,0.2,2,143,1
St. Mary’s Regional Health,Rural,45,6,4,11,1,0.25,1,164,1
Riverside Medical Center,Urban,63,12,5,16,2,0.3333333333333333,10,71,3
Springfield General Hospital,Urban,155,8,5,7,1,0.2,10,142,1
Northside Community Hospital,Rural,16,7,0,7,1,0.25,2,195,1
Riverside Medical Center,Urban,73,7,0,13,3,0.3333333333333333,10,82,2
Summit Health Center,Urban,89,6,1,5,2,0.3333333333333333,4,51,3
Riverside Medical Center,Urban,130,5,2,21,2,0.3333333333333333,7,61,3
Northside Community Hospital,Rural,10,1,0,5,2,0.3333333333333333,1,120,1
St. Mary’s Regional Health,Rural,25,7,0,17,3,0.25,3,73,3
Riverside Medical Center,Urban,158,6,0,15,2,0.3333333333333333,6,134,1
Springfield General Hospital,Urban,160,12,2,16,4,1.0,10,17,4
Northside Community Hospital,Rural,22,9,5,11,3,0.3333333333333333,0,27,4
Northside Community Hospital,Rural,24,6,0,3,2,0.3333333333333333,1,131,1
Riverside Medical Center,Urban,167,10,4,23,1,0.2,10,131,1
St. Mary’s Regional Health,Rural,42,10,4,18,3,0.25,1,27,4
Northside Community Hospital,Rural,29,5,6,17,3,0.3333333333333333,0,22,5
Summit Health Center,Urban,186,10,6,20,2,0.3333333333333333,2,71,2
Springfield General Hospital,Urban,111,8,2,7,1,0.25,10,241,1
St. Mary’s Regional Health,Rural,40,8,4,16,4,1.0,1,12,5
Northside Community Hospital,Rural,34,1,0,15,3,0.25,0,108,1
Springfield General Hospital,Urban,74,6,2,15,3,0.3333333333333333,7,25,5
St. Mary’s Regional Health,Rural,48,10,6,10,3,0.3333333333333333,1,24,4
St. Mary’s Regional Health,Rural,12,11,2,7,4,1.0,2,14,5
St. Mary’s Regional Health,Rural,30,8,3,22,2,0.3333333333333333,1,74,3
St. Mary’s Regional Health,Rural,41,7,5,5,2,0.25,3,138,1
Summit Health Center,Urban,85,2,3,3,2,0.3333333333333333,5,118,1
Summit Health Center,Urban,115,12,4,21,2,0.3333333333333333,8,103,2
Riverside Medical Center,Urban,133,1,3,15,2,0.25,5,80,3
Riverside Medical Center,Urban,151,2,2,23,4,1.0,4,17,4
Summit Health Center,Urban,171,11,6,22,2,0.25,7,80,2
Northside Community Hospital,Rural,37,3,6,11,2,0.25,1,60,3
Northside Community Hospital,Rural,20,2,2,21,3,0.25,2,57,4
Springfield General Hospital,Urban,50,6,2,6,3,0.3333333333333333,9,52,4
Summit Health Center,Urban,121,6,0,7,4,0.5,7,19,4
Northside Community Hospital,Rural,32,5,6,17,3,0.3333333333333333,1,26,5
Northside Community Hospital,Rural,16,1,2,16,4,1.0,1,16,5
Northside Community Hospital,Rural,50,6,1,6,3,0.3333333333333333,2,27,4
Riverside Medical Center,Urban,172,7,0,22,1,0.25,2,276,1
St. Mary’s Regional Health,Rural,43,3,3,10,1,0.25,1,125,1
Summit Health Center,Urban,76,3,0,16,4,1.0,7,21,5
Riverside Medical Center,Urban,72,5,1,9,1,0.2,5,163,1
St. Mary’s Regional Health,Rural,22,11,3,18,4,1.0,0,16,5
Northside Community Hospital,Rural,10,11,4,15,3,0.3333333333333333,3,29,5
St. Mary’s Regional Health,Rural,46,10,3,23,3,0.25,2,27,4
St. Mary’s Regional Health,Rural,27,4,0,21,1,0.2,2,241,1
Springfield General Hospital,Urban,108,4,5,4,1,0.25,4,122,1
Northside Community Hospital,Rural,38,8,6,17,4,0.5,0,16,4
Summit Health Center,Urban,69,10,3,16,2,0.3333333333333333,8,47,4
Riverside Medical Center,Urban,188,7,6,20,3,0.25,3,41,4
Riverside Medical Center,Urban,94,11,1,11,2,0.3333333333333333,9,73,3
Northside Community Hospital,Rural,35,2,0,19,2,0.25,3,134,1
Northside Community Hospital,Rural,33,6,3,1,2,0.3333333333333333,1,92,2
Riverside Medical Center,Urban,165,6,5,6,3,0.3333333333333333,1,48,4
St. Mary’s Regional Health,Rural,13,12,4,2,3,0.25,1,56,3
Northside Community Hospital,Rural,31,4,1,18,1,0.2,1,202,1
Northside Community Hospital,Rural,36,11,5,11,4,1.0,3,9,5
Summit Health Center,Urban,123,8,4,20,3,0.3333333333333333,7,40,4
Northside Community Hospital,Rural,35,4,6,7,2,0.3333333333333333,1,50,3
Summit Health Center,Urban,55,11,2,19,2,0.3333333333333333,6,109,2
Riverside Medical Center,Urban,131,2,2,15,4,1.0,9,24,4
Riverside Medical Center,Urban,113,1,6,11,4,1.0,1,11,4
Summit Health Center,Urban,95,8,3,3,1,0.25,6,125,1
St. Mary’s Regional Health,Rural,21,3,1,4,4,1.0,0,8,5
Summit Health Center,Urban,110,9,5,12,1,0.25,7,165,1
St. Mary’s Regional Health,Rural,10,3,0,5,3,0.25,0,27,4
St. Mary’s Regional Health,Rural,29,8,5,20,2,0.3333333333333333,3,60,3
St. Mary’s Regional Health,Rural,37,8,4,14,3,0.25,0,56,3
Summit Health Center,Urban,113,3,5,17,1,0.25,4,98,2
Riverside Medical Center,Urban,172,10,6,16,1,0.25,8,112,1
Northside Community Hospital,Rural,23,3,1,2,4,0.5,2,16,4
St. Mary’s Regional Health,Rural,23,1,4,0,4,1.0,0,26,4
Riverside Medical Center,Urban,165,2,6,0,2,0.3333333333333333,10,93,2
St. Mary’s Regional Health,Rural,45,9,0,2,1,0.2,0,216,1
St. Mary’s Regional Health,Rural,20,1,4,14,3,0.3333333333333333,1,66,3
Springfield General Hospital,Urban,59,4,2,7,1,0.2,3,186,1
St. Mary’s Regional Health,Rural,22,9,3,20,4,0.5,0,11,4
Riverside Medical Center,Urban,93,5,4,0,4,0.5,6,16,4
Northside Community Hospital,Rural,49,9,6,12,1,0.25,1,105,1
Springfield General Hospital,Urban,75,3,3,7,3,0.3333333333333333,2,32,4
Northside Community Hospital,Rural,14,4,5,14,4,1.0,0,22,4
Springfield General Hospital,Urban,195,8,4,1,2,0.3333333333333333,9,101,2
Riverside Medical Center,Urban,99,11,6,9,1,0.2,6,116,1
St. Mary’s Regional Health,Rural,40,4,1,3,3,0.25,0,43,4
St. Mary’s Regional Health,Rural,48,7,5,0,1,0.25,2,136,1
Summit Health Center,Urban,52,7,3,15,1,0.25,2,225,1
Northside Community Hospital,Rural,17,6,0,10,1,0.2,0,294,1
St. Mary’s Regional Health,Rural,46,12,0,10,3,0.3333333333333333,0,44,3
Northside Community Hospital,Rural,11,1,6,22,4,0.5,1,12,4
Northside Community Hospital,Rural,33,2,6,17,3,0.25,1,44,4
St. Mary’s Regional Health,Rural,45,1,4,1,4,1.0,1,11,4
Springfield General Hospital,Urban,101,7,5,0,3,0.25,10,36,4
Riverside Medical Center,Urban,85,2,3,8,3,0.25,10,93,2
St. Mary’s Regional Health,Rural,10,9,0,0,1,0.25,2,146,1
Northside Community Hospital,Rural,50,2,3,5,2,0.25,3,88,2
Riverside Medical Center,Urban,84,6,6,11,2,0.3333333333333333,6,87,2
Riverside Medical Center,Urban,126,7,6,8,4,1.0,7,16,4
Northside Community Hospital,Rural,20,6,5,14,1,0.2,2,193,1
Springfield General Hospital,Urban,150,8,6,22,2,0.3333333333333333,7,59,3
Riverside Medical Center,Urban,92,7,6,8,2,0.25,9,99,2
Northside Community Hospital,Rural,38,7,6,12,2,0.25,0,87,2
St. Mary’s Regional Health,Rural,37,6,5,4,1,0.25,1,182,1
St. Mary’s Regional Health,Rural,26,7,4,21,2,0.25,2,164,1
St. Mary’s Regional Health,Rural,16,3,4,13,2,0.3333333333333333,0,63,3
St. Mary’s Regional Health,Rural,36,5,5,17,4,0.5,1,14,5
Summit Health Center,Urban,175,6,2,22,4,0.5,9,17,4
Summit Health Center,Urban,173,2,3,9,1,0.25,3,181,1
St. Mary’s Regional Health,Rural,26,4,1,12,3,0.3333333333333333,3,23,4
Riverside Medical Center,Urban,197,2,2,2,3,0.3333333333333333,10,61,3
Summit Health Center,Urban,97,11,1,21,1,0.2,3,193,1
Northside Community Hospital,Rural,15,9,2,19,1,0.2,3,115,2
Springfield General Hospital,Urban,65,2,4,14,4,1.0,4,26,4
Summit Health Center,Urban,175,6,6,12,2,0.25,1,71,3
Riverside Medical Center,Urban,50,6,6,0,4,0.5,5,15,5
Springfield General Hospital,Urban,186,2,0,17,2,0.3333333333333333,3,211,1
Springfield General Hospital,Urban,154,3,3,10,4,1.0,2,16,4
St. Mary’s Regional Health,Rural,47,9,4,13,3,0.25,1,39,4
Northside Community Hospital,Rural,38,9,4,22,3,0.3333333333333333,3,39,4
Riverside Medical Center,Urban,112,1,4,9,3,0.3333333333333333,4,85,2
Summit Health Center,Urban,168,6,3,4,4,0.5,7,25,5
St. Mary’s Regional Health,Rural,46,7,4,17,2,0.3333333333333333,0,109,1
Springfield General Hospital,Urban,178,3,0,10,3,0.25,8,28,4
St. Mary’s Regional Health,Rural,28,3,6,20,3,0.3333333333333333,1,27,4
Riverside Medical Center,Urban,140,4,1,9,3,0.25,4,28,4
St. Mary’s Regional Health,Rural,25,4,2,2,3,0.25,3,43,3
Northside Community Hospital,Rural,35,7,1,10,3,0.3333333333333333,0,47,3
Riverside Medical Center,Urban,86,1,0,20,1,0.25,2,247,1
St. Mary’s Regional Health,Rural,28,2,5,12,3,0.3333333333333333,1,40,3
St. Mary’s Regional Health,Rural,44,3,3,16,4,1.0,2,15,4
St. Mary’s Regional Health,Rural,46,12,1,12,4,1.0,0,11,4
St. Mary’s Regional Health,Rural,24,12,2,18,4,0.5,2,14,5
Summit Health Center,Urban,146,10,6,20,4,1.0,5,12,4
St. Mary’s Regional Health,Rural,36,9,6,13,2,0.3333333333333333,1,43,4
Springfield General Hospital,Urban,134,7,0,9,2,0.3333333333333333,9,94,2
Springfield General Hospital,Urban,105,6,1,0,3,0.3333333333333333,5,37,4
Summit Health Center,Urban,65,5,3,18,1,0.2,2,188,1
Springfield General Hospital,Urban,112,1,1,16,4,1.0,2,25,5
Springfield General Hospital,Urban,60,1,6,14,1,0.2,7,194,1
Summit Health Center,Urban,156,5,0,12,4,1.0,3,18,5
Springfield General Hospital,Urban,88,6,2,0,3,0.3333333333333333,3,33,4
St. Mary’s Regional Health,Rural,11,4,5,0,1,0.25,1,119,1
Northside Community Hospital,Rural,29,5,2,8,2,0.3333333333333333,1,75,3
Riverside Medical Center,Urban,115,12,5,17,3,0.3333333333333333,4,52,3
St. Mary’s Regional Health,Rural,16,2,2,15,4,1.0,3,31,4
Riverside Medical Center,Urban,127,1,0,8,4,1.0,7,23,4
Riverside Medical Center,Urban,143,1,1,20,4,1.0,9,10,5
Springfield General Hospital,Urban,136,7,1,15,4,0.5,6,18,4
Springfield General Hospital,Urban,96,5,2,6,3,0.25,10,42,4
Springfield General Hospital,Urban,192,1,3,22,1,0.25,4,250,1
St. Mary’s Regional Health,Rural,19,7,3,17,1,0.25,1,193,1
Springfield General Hospital,Urban,177,7,5,13,3,0.25,5,39,4
Summit Health Center,Urban,183,1,6,9,1,0.2,7,165,1
Summit Health Center,Urban,168,8,0,0,1,0.2,9,381,1
Riverside Medical Center,Urban,55,10,1,7,4,1.0,9,17,5
Springfield General Hospital,Urban,190,2,6,14,2,0.3333333333333333,5,96,2
Springfield General Hospital,Urban,69,7,3,18,1,0.2,4,222,1
Northside Community Hospital,Rural,37,8,2,4,1,0.2,0,155,1
Springfield General Hospital,Urban,154,7,0,7,4,1.0,10,41,4
Summit Health Center,Urban,174,1,4,2,3,0.25,1,60,3
Riverside Medical Center,Urban,199,12,0,1,1,0.2,4,146,1
Summit Health Center,Urban,97,11,1,16,3,0.25,3,46,3
St. Mary’s Regional Health,Rural,38,5,0,7,4,0.5,0,16,5
St. Mary’s Regional Health,Rural,44,1,1,10,4,1.0,3,11,5
St. Mary’s Regional Health,Rural,27,4,3,5,1,0.25,0,123,1
Summit Health Center,Urban,169,6,5,1,4,1.0,3,20,5
Riverside Medical Center,Urban,68,1,3,19,3,0.25,7,85,2
Northside Community Hospital,Rural,31,10,2,0,2,0.25,0,49,3
St. Mary’s Regional Health,Rural,18,7,3,19,3,0.3333333333333333,0,38,3
St. Mary’s Regional Health,Rural,40,11,4,5,4,1.0,0,7,5
Summit Health Center,Urban,164,6,6,0,3,0.25,3,31,4
Summit Health Center,Urban,139,11,2,15,1,0.2,1,80,2
Springfield General Hospital,Urban,110,5,1,0,3,0.3333333333333333,3,32,4
St. Mary’s Regional Health,Rural,38,5,0,5,1,0.2,3,177,1
Springfield General Hospital,Urban,93,1,5,8,3,0.25,1,65,2
Riverside Medical Center,Urban,86,4,6,10,4,0.5,4,16,5
Summit Health Center,Urban,57,5,2,20,2,0.25,7,76,2
Springfield General Hospital,Urban,108,8,6,19,1,0.25,6,138,1
Riverside Medical Center,Urban,114,5,3,18,2,0.3333333333333333,4,65,3
St. Mary’s Regional Health,Rural,45,7,3,8,2,0.25,2,159,1
St. Mary’s Regional Health,Rural,24,3,1,10,4,1.0,1,8,5
St. Mary’s Regional Health,Rural,48,2,2,14,4,1.0,3,14,5
Springfield General Hospital,Urban,50,3,6,6,4,0.5,8,13,5
Riverside Medical Center,Urban,56,5,2,20,1,0.25,3,105,1
Northside Community Hospital,Rural,40,10,3,4,2,0.25,3,88,2
Northside Community Hospital,Rural,17,5,1,14,4,0.5,0,10,5
St. Mary’s Regional Health,Rural,39,3,5,10,2,0.3333333333333333,3,62,2
St. Mary’s Regional Health,Rural,20,5,0,22,1,0.25,3,213,1
Riverside Medical Center,Urban,76,7,0,14,4,1.0,10,18,4
Summit Health Center,Urban,90,8,4,3,2,0.3333333333333333,5,92,2
